,Unnamed: 0,traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later,origin_h3,destination_h3
1129,1129,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",shopping,workplace,shopping,"[37.789, -122.4014]","[37.785, -122.4065]",0.8,5,14:00-14:30,14:05-14:35,5,20,87283082affffff,87283082affffff
1130,1130,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,shopping,workplace,"[37.785, -122.4065]","[37.789, -122.4014]",0.5,5,12:00-12:30,12:05-12:35,5,10,87283082affffff,87283082affffff
1131,1131,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,workplace,Presidio,"[37.789, -122.4014]","[37.7989, -122.4662]",3.9,20,17:30-18:00,17:50-18:20,10,20,87283082affffff,872830874ffffff
1132,1132,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Presidio,"[37.7502, -122.4337]","[37.7989, -122.4662]",5.6,25,11:00-11:30,11:25-11:55,10,20,87283082dffffff,872830874ffffff
1133,1133,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7502, -122.4337]","[37.7694, -122.4862]",3.7,15,16:00-16:30,16:15-16:45,20,30,87283082dffffff,87283095bffffff
1134,1134,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,home,workplace,"[37.7502, -122.4337]","[37.789, -122.4014]",5.2,25,11:30-12:00,11:55-12:25,0,10,87283082dffffff,87283082affffff
1135,1135,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",shopping,workplace,shopping,"[37.789, -122.4014]","[37.785, -122.4065]",0.8,5,19:00-19:30,19:05-19:35,5,20,87283082affffff,87283082affffff
1136,1136,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,shopping,workplace,"[37.785, -122.4065]","[37.789, -122.4014]",0.5,5,13:00-13:30,13:05-13:35,5,10,87283082affffff,87283082affffff
1137,1137,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,workplace,Lands End,"[37.789, -122.4014]","[37.7802, -122.5137]",7.1,30,13:30-14:00,14:00-14:30,10,20,87283082affffff,872830866ffffff
1138,1138,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Lands End,"[37.7502, -122.4337]","[37.7802, -122.5137]",6.5,25,12:00-12:30,12:25-12:55,15,20,87283082dffffff,872830866ffffff
1139,1139,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7502, -122.4337]","[37.7694, -122.4862]",3.7,15,17:00-17:30,17:15-17:45,20,30,87283082dffffff,87283095bffffff
1140,1140,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,home,workplace,"[37.7502, -122.4337]","[37.789, -122.4014]",5.2,25,12:30-13:00,12:55-13:25,0,10,87283082dffffff,87283082affffff
1141,1141,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",shopping,workplace,shopping,"[37.789, -122.4014]","[37.785, -122.4065]",0.8,5,15:00-15:30,15:05-15:35,5,20,87283082affffff,87283082affffff
1142,1142,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,shopping,workplace,"[37.785, -122.4065]","[37.789, -122.4014]",0.5,5,14:00-14:30,14:05-14:35,5,10,87283082affffff,87283082affffff
1143,1143,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,workplace,Presidio,"[37.789, -122.4014]","[37.7989, -122.4662]",3.9,20,18:30-19:00,18:50-19:20,10,20,87283082affffff,872830874ffffff
1144,1144,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Presidio,"[37.7502, -122.4337]","[37.7989, -122.4662]",5.6,25,13:00-13:30,13:25-13:55,10,20,87283082dffffff,872830874ffffff
1145,1145,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7502, -122.4337]","[37.7694, -122.4862]",3.7,15,18:00-18:30,18:15-18:45,20,30,87283082dffffff,87283095bffffff
1146,1146,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,home,workplace,"[37.7502, -122.4337]","[37.789, -122.4014]",5.2,25,13:30-14:00,13:55-14:25,0,10,87283082dffffff,87283082affffff
1147,1147,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",shopping,workplace,shopping,"[37.789, -122.4014]","[37.785, -122.4065]",0.8,5,16:30-17:00,16:35-17:05,5,20,87283082affffff,87283082affffff
1148,1148,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,shopping,workplace,"[37.785, -122.4065]","[37.789, -122.4014]",0.5,5,15:00-15:30,15:05-15:35,5,10,87283082affffff,87283082affffff
1149,1149,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,workplace,Lands End,"[37.789, -122.4014]","[37.7802, -122.5137]",7.1,30,14:30-15:00,15:00-15:30,10,20,87283082affffff,872830866ffffff
1150,1150,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Lands End,"[37.7502, -122.4337]","[37.7802, -122.5137]",6.5,25,13:00-13:30,13:25-13:55,15,20,87283082dffffff,872830866ffffff
1151,1151,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7502, -122.4337]","[37.7694, -122.4862]",3.7,15,19:00-19:30,19:15-19:45,20,30,87283082dffffff,87283095bffffff
1152,1152,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,home,workplace,"[37.7502, -122.4337]","[37.789, -122.4014]",5.2,25,14:30-15:00,14:55-15:25,0,10,87283082dffffff,87283082affffff
1153,1153,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",shopping,workplace,shopping,"[37.789, -122.4014]","[37.785, -122.4065]",0.8,5,12:30-13:00,12:35-13:05,5,20,87283082affffff,87283082affffff
1154,1154,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",work,shopping,workplace,"[37.785, -122.4065]","[37.789, -122.4014]",0.5,5,16:00-16:30,16:05-16:35,5,10,87283082affffff,87283082affffff
1155,1155,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",recreation,workplace,Presidio,"[37.789, -122.4014]","[37.7989, -122.4662]",3.9,20,10:30-11:00,10:50-11:20,10,20,87283082affffff,872830874ffffff
1156,1156,22,51-65,construction worker,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Presidio,"[37.7502, -122.4337]","[37.7989, -122.4662]",5.6,25,14:00-14:30,14:25-14:55,10,20,87283082dffffff,872830874ffffff
1157,1157,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",commute to work,home,workplace,"[37.7475, -122.4346]","[37.789, -122.401]",4.8,25,07:00-07:30,07:25-07:55,0,10,872830953ffffff,87283082affffff
1158,1158,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",grocery shopping,home,shopping,"[37.7475, -122.4346]","[37.7847, -122.407]",3.9,20,10:00-10:30,10:20-10:50,10,30,872830953ffffff,87283082affffff
1159,1159,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",dinner with friends,home,restaurant,"[37.7475, -122.4346]","[37.7752, -122.4165]",3.5,18,18:30-19:00,18:48-19:18,10,30,872830953ffffff,872830828ffffff
1160,1160,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",recreational visit,home,recreation,"[37.7475, -122.4346]","[37.7694, -122.4862]",3.0,15,14:00-14:30,14:15-14:45,15,30,872830953ffffff,87283095bffffff
1161,1161,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",commute from work,workplace,home,"[37.789, -122.401]","[37.7475, -122.4346]",4.8,30,17:00-17:30,17:30-18:00,0,10,87283082affffff,872830953ffffff
1162,1162,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",gym visit,home,gym,"[37.7475, -122.4346]","[37.7642, -122.4324]",1.2,10,06:30-07:00,06:40-07:10,0,15,872830953ffffff,87283082dffffff
1163,1163,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",visit to the library,home,library,"[37.7475, -122.4346]","[37.7789, -122.4156]",3.0,18,11:00-11:30,11:18-11:48,10,20,872830953ffffff,872830828ffffff
1164,1164,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",doctor's appointment,home,clinic,"[37.7475, -122.4346]","[37.7627, -122.4351]",1.2,10,09:00-09:30,09:10-09:40,5,10,872830953ffffff,87283082dffffff
1165,1165,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a concert,home,concert venue,"[37.7475, -122.4346]","[37.7758, -122.4376]",2.5,15,19:00-19:30,19:15-19:45,10,30,872830953ffffff,872830829ffffff
1166,1166,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",volunteering,home,community center,"[37.7475, -122.4346]","[37.7609, -122.4342]",1.0,8,08:00-08:30,08:08-08:38,5,15,872830953ffffff,87283082dffffff
1167,1167,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",night out,home,bar,"[37.7475, -122.4346]","[37.7765, -122.4141]",3.0,18,20:00-20:30,20:18-20:48,10,30,872830953ffffff,872830828ffffff
1168,1168,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",pick up a package,workplace,post office,"[37.789, -122.401]","[37.7925, -122.3971]",0.5,5,12:00-12:30,12:05-12:35,5,10,87283082affffff,87283082affffff
1169,1169,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a workshop,home,educational center,"[37.7475, -122.4346]","[37.7833, -122.408]",3.7,20,13:00-13:30,13:20-13:50,10,20,872830953ffffff,87283082affffff
1170,1170,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",visit family,home,family residence,"[37.7475, -122.4346]","[37.7658, -122.4495]",1.7,12,15:00-15:30,15:12-15:42,15,30,872830953ffffff,87283082dffffff
1171,1171,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a meeting,workplace,meeting venue,"[37.789, -122.401]","[37.7936, -122.3988]",0.5,5,14:00-14:30,14:05-14:35,5,10,87283082affffff,87283082affffff
1172,1172,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a seminar,workplace,seminar hall,"[37.789, -122.401]","[37.7882, -122.4039]",0.3,3,16:00-16:30,16:03-16:33,5,10,87283082affffff,87283082affffff
1173,1173,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",evening stroll,home,park,"[37.7475, -122.4346]","[37.7689, -122.4814]",3.6,20,17:30-18:00,17:50-18:20,10,20,872830953ffffff,87283095affffff
1174,1174,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",lunch with colleagues,workplace,restaurant,"[37.789, -122.401]","[37.784, -122.4035]",0.6,5,12:30-13:00,12:35-13:05,5,10,87283082affffff,87283082affffff
1175,1175,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a festival,home,festival grounds,"[37.7475, -122.4346]","[37.7691, -122.4869]",3.1,18,11:00-11:30,11:18-11:48,10,30,872830953ffffff,87283095bffffff
1176,1176,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",day at the zoo,home,zoo,"[37.7475, -122.4346]","[37.7337, -122.503]",4.2,25,09:30-10:00,09:55-10:25,10,20,872830953ffffff,87283095cffffff
1177,1177,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",movie night,home,cinema,"[37.7475, -122.4346]","[37.7845, -122.4072]",3.9,22,18:00-18:30,18:22-18:52,10,30,872830953ffffff,87283082affffff
1178,1178,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a conference,workplace,conference center,"[37.789, -122.401]","[37.784, -122.4035]",0.6,5,09:00-09:30,09:05-09:35,5,10,87283082affffff,87283082affffff
1179,1179,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a lecture,home,university,"[37.7475, -122.4346]","[37.7749, -122.4194]",3.2,20,10:30-11:00,10:50-11:20,10,20,872830953ffffff,872830828ffffff
1180,1180,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",weekend hiking,home,hiking trail,"[37.7475, -122.4346]","[37.7902, -122.4835]",4.6,25,08:00-08:30,08:25-08:55,15,30,872830953ffffff,872830874ffffff
1181,1181,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",coffee break,workplace,cafe,"[37.789, -122.401]","[37.7869, -122.3996]",0.3,4,15:00-15:30,15:04-15:34,5,10,87283082affffff,87283082affffff
1182,1182,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",meeting a friend,home,friend's place,"[37.7475, -122.4346]","[37.7617, -122.4473]",1.5,10,14:00-14:30,14:10-14:40,10,20,872830953ffffff,87283082dffffff
1183,1183,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",shopping for electronics,workplace,electronics store,"[37.789, -122.401]","[37.7841, -122.4075]",0.7,6,17:30-18:00,17:36-18:06,5,10,87283082affffff,87283082affffff
1184,1184,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a yoga class,home,yoga studio,"[37.7475, -122.4346]","[37.762, -122.4348]",1.1,9,07:30-08:00,07:39-08:09,0,15,872830953ffffff,87283082dffffff
1185,1185,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",grocery shopping,home,supermarket,"[37.7475, -122.4346]","[37.7743, -122.421]",3.0,18,11:00-11:30,11:18-11:48,10,20,872830953ffffff,872830828ffffff
1186,1186,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",work from cafe,home,cafe,"[37.7475, -122.4346]","[37.7633, -122.4344]",1.2,10,09:00-09:30,09:10-09:40,5,15,872830953ffffff,87283082dffffff
1187,1187,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",visit art gallery,home,art gallery,"[37.7475, -122.4346]","[37.7859, -122.4019]",4.0,22,13:30-14:00,13:52-14:22,10,30,872830953ffffff,87283082affffff
1188,1188,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",software conference,home,conference center,"[37.7475, -122.4346]","[37.784, -122.4035]",3.9,22,08:30-09:00,08:52-09:22,5,10,872830953ffffff,87283082affffff
1189,1189,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",shopping for clothes,home,shopping mall,"[37.7475, -122.4346]","[37.7843, -122.4075]",3.9,22,12:00-12:30,12:22-12:52,10,20,872830953ffffff,87283082affffff
1190,1190,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",visit to a museum,home,museum,"[37.7475, -122.4346]","[37.7701, -122.4662]",2.7,15,13:00-13:30,13:15-13:45,10,20,872830953ffffff,87283095affffff
1191,1191,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",catching a flight,home,airport,"[37.7475, -122.4346]","[37.6213, -122.3811]",12.5,40,05:00-05:30,05:40-06:10,0,15,872830953ffffff,87283092affffff
1192,1192,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",weekend brunch,home,restaurant,"[37.7475, -122.4346]","[37.7725, -122.4269]",2.5,15,10:00-10:30,10:15-10:45,10,30,872830953ffffff,872830828ffffff
1193,1193,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a tech meetup,workplace,meetup venue,"[37.789, -122.401]","[37.7861, -122.4039]",0.4,4,18:00-18:30,18:04-18:34,5,10,87283082affffff,87283082affffff
1194,1194,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a book club,home,library,"[37.7475, -122.4346]","[37.7789, -122.4156]",3.0,18,17:00-17:30,17:18-17:48,10,20,872830953ffffff,872830828ffffff
1195,1195,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attending a wedding,home,wedding venue,"[37.7475, -122.4346]","[37.7726, -122.4305]",2.8,16,14:00-14:30,14:16-14:46,10,20,872830953ffffff,872830828ffffff
1196,1196,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",pickup groceries,supermarket,home,"[37.7743, -122.421]","[37.7475, -122.4346]",3.0,18,12:00-12:30,12:18-12:48,10,20,872830828ffffff,872830953ffffff
1197,1197,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",return home from party,friend's place,home,"[37.7617, -122.4473]","[37.7475, -122.4346]",1.5,10,23:00-23:30,23:10-23:40,10,20,87283082dffffff,872830953ffffff
1198,1198,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attend a tech seminar,workplace,seminar hall,"[37.789, -122.401]","[37.7882, -122.4039]",0.3,3,11:00-11:30,11:03-11:33,5,10,87283082affffff,87283082affffff
1199,1199,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",attend a networking event,workplace,event venue,"[37.789, -122.401]","[37.7836, -122.4081]",0.7,5,19:00-19:30,19:05-19:35,5,10,87283082affffff,87283082affffff
1200,1200,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",visit a friend,home,friend's place,"[37.7475, -122.4346]","[37.7532, -122.4475]",1.1,8,16:00-16:30,16:08-16:38,10,20,872830953ffffff,87283082dffffff
1201,1201,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",pick up a friend,friend's place,home,"[37.7532, -122.4475]","[37.7475, -122.4346]",1.1,8,16:00-16:30,16:08-16:38,10,20,87283082dffffff,872830953ffffff
1202,1202,23,36-50,IT professional,$25K - $50K,"flexible for late dropoff, but inflexible for early pickup",weekend getaway,home,hotel,"[37.7475, -122.4346]","[37.7749, -122.4194]",3.1,20,10:00-10:30,10:20-10:50,10,30,872830953ffffff,872830828ffffff
1203,1203,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",grocery_shopping,home,"Safeway, Castro","[37.7502, -122.4332]","[37.7621, -122.435]",1.5,10,10:00-10:30,10:10-10:40,10,30,87283082dffffff,87283082dffffff
1204,1204,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",doctor_appointment,home,"Kaiser Permanente, Geary Blvd","[37.7502, -122.4332]","[37.7813, -122.4591]",3.8,20,09:00-09:30,09:20-09:50,0,10,87283082dffffff,872830829ffffff
1205,1205,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",visit_friend,home,"friend's house, Mission District","[37.7502, -122.4332]","[37.7599, -122.4148]",2.2,15,14:00-14:30,14:15-14:45,20,30,87283082dffffff,87283082cffffff
1206,1206,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",museum_visit,home,SFMOMA,"[37.7502, -122.4332]","[37.7857, -122.4011]",4.0,25,11:30-12:00,11:55-12:25,10,20,87283082dffffff,87283082affffff
1207,1207,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Lands End,"[37.7502, -122.4332]","[37.7802, -122.5107]",6.0,30,08:30-09:00,09:00-09:30,15,30,87283082dffffff,872830866ffffff
1208,1208,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",dinner_out,home,Nopa,"[37.7502, -122.4332]","[37.7749, -122.4373]",2.8,15,18:00-18:30,18:15-18:45,10,20,87283082dffffff,872830829ffffff
1209,1209,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",workshop,home,SoMa,"[37.7502, -122.4332]","[37.7786, -122.4056]",3.5,20,13:30-14:00,13:50-14:20,5,15,87283082dffffff,872830828ffffff
1210,1210,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",volunteering,home,"SPCA, Potrero Hill","[37.7502, -122.4332]","[37.7625, -122.3971]",3.0,15,09:00-09:30,09:15-09:45,15,20,87283082dffffff,87283082effffff
1211,1211,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",concert,home,Bill Graham Civic Auditorium,"[37.7502, -122.4332]","[37.7787, -122.4176]",3.0,20,19:00-19:30,19:20-19:50,10,30,87283082dffffff,872830828ffffff
1212,1212,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",library_visit,home,San Francisco Public Library,"[37.7502, -122.4332]","[37.7792, -122.4158]",3.0,20,15:00-15:30,15:20-15:50,15,20,87283082dffffff,872830828ffffff
1213,1213,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",shopping,home,Union Square,"[37.7502, -122.4332]","[37.7881, -122.4075]",3.5,25,11:00-11:30,11:25-11:55,10,25,87283082dffffff,87283082affffff
1214,1214,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",movie,home,AMC Metreon,"[37.7502, -122.4332]","[37.7845, -122.4036]",3.5,25,17:00-17:30,17:25-17:55,10,20,87283082dffffff,87283082affffff
1215,1215,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",gym,home,"24 Hour Fitness, Market St","[37.7502, -122.4332]","[37.7735, -122.4212]",2.5,15,07:00-07:30,07:15-07:45,10,15,87283082dffffff,872830828ffffff
1216,1216,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",theater,home,Orpheum Theatre,"[37.7502, -122.4332]","[37.7799, -122.4148]",3.0,20,18:30-19:00,18:50-19:20,10,30,87283082dffffff,872830828ffffff
1217,1217,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",community_meeting,home,Noe Valley Town Square,"[37.7502, -122.4332]","[37.7502, -122.4349]",0.1,5,17:30-18:00,17:35-18:05,10,15,87283082dffffff,87283082dffffff
1218,1218,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",brunch,home,"Zazie, Cole Valley","[37.7502, -122.4332]","[37.7652, -122.4504]",2.0,10,10:30-11:00,10:40-11:10,15,20,87283082dffffff,87283082dffffff
1219,1219,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",park_visit,home,Golden Gate Park,"[37.7502, -122.4332]","[37.7694, -122.4862]",3.5,20,08:30-09:00,08:50-09:20,20,30,87283082dffffff,87283095bffffff
1220,1220,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",haircut,home,"Barber, Mission St","[37.7502, -122.4332]","[37.7607, -122.4199]",2.0,12,13:00-13:30,13:12-13:42,10,15,87283082dffffff,87283082cffffff
1221,1221,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",art_exhibit,home,de Young Museum,"[37.7502, -122.4332]","[37.7715, -122.4687]",3.0,18,11:00-11:30,11:18-11:48,10,25,87283082dffffff,87283095affffff
1222,1222,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",medical_checkup,home,UCSF Medical Center,"[37.7502, -122.4332]","[37.7631, -122.4587]",2.5,15,09:30-10:00,09:45-10:15,5,10,87283082dffffff,87283095affffff
1223,1223,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",cultural_festival,home,Japantown,"[37.7502, -122.4332]","[37.7858, -122.4294]",3.0,20,12:00-12:30,12:20-12:50,10,25,87283082dffffff,872830829ffffff
1224,1224,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",beach_day,home,Ocean Beach,"[37.7502, -122.4332]","[37.7597, -122.5103]",4.5,25,09:00-09:30,09:25-09:55,20,30,87283082dffffff,872830959ffffff
1225,1225,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",dance_class,home,"Dance Studio, Hayes Valley","[37.7502, -122.4332]","[37.7768, -122.424]",3.0,18,17:00-17:30,17:18-17:48,10,20,87283082dffffff,872830828ffffff
1226,1226,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",book_club,home,"Bookstore, Haight Ashbury","[37.7502, -122.4332]","[37.7699, -122.4468]",2.0,12,18:30-19:00,18:42-19:12,15,25,87283082dffffff,87283082dffffff
1227,1227,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",concert,home,The Fillmore,"[37.7502, -122.4332]","[37.784, -122.4333]",3.0,20,19:00-19:30,19:20-19:50,10,30,87283082dffffff,872830829ffffff
1228,1228,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",networking_event,home,Downtown Conference Center,"[37.7502, -122.4332]","[37.789, -122.4015]",4.0,25,08:30-09:00,08:55-09:25,5,15,87283082dffffff,87283082affffff
1229,1229,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",yoga_class,home,"Yoga Studio, Castro","[37.7502, -122.4332]","[37.759, -122.435]",1.0,8,06:30-07:00,06:38-07:08,10,20,87283082dffffff,87283082dffffff
1230,1230,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",family_dinner,home,"Family's House, Richmond","[37.7502, -122.4332]","[37.7805, -122.4869]",4.0,22,17:30-18:00,17:52-18:22,10,25,87283082dffffff,87283095bffffff
1231,1231,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",laundry,home,"Laundromat, Mission District","[37.7502, -122.4332]","[37.7562, -122.4216]",1.5,10,09:00-09:30,09:10-09:40,15,20,87283082dffffff,87283082cffffff
1232,1232,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",dog_park,home,Duboce Park,"[37.7502, -122.4332]","[37.769, -122.4339]",1.2,10,07:00-07:30,07:10-07:40,10,15,87283082dffffff,87283082dffffff
1233,1233,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",wine_tasting,home,"Wine Bar, Embarcadero","[37.7502, -122.4332]","[37.7955, -122.3937]",4.5,30,18:00-18:30,18:30-19:00,15,25,87283082dffffff,87283082affffff
1234,1234,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",art_class,home,"Art Center, South of Market","[37.7502, -122.4332]","[37.7768, -122.408]",3.0,20,15:30-16:00,15:50-16:20,10,20,87283082dffffff,872830828ffffff
1235,1235,24,51-65,unemployed,$100K - $150K,"flexible for late dropoff, but inflexible for early pickup",farmers_market,home,Ferry Plaza Farmers Market,"[37.7502, -122.4332]","[37.7955, -122.3937]",4.5,30,08:00-08:30,08:30-09:00,15,25,87283082dffffff,87283082affffff
